327456891918372546465981732532864179791523684846719253653148927279630418184297365,327456891918372546465981732532864179791523684846719253653148927279635418184297365,80
736291854485376219921845367259684173317029648864137592678913425542768931193452786,736291854485376219921845367259684173317529648864137592678913425542768931193452786,80
793614528285930146461852379349261857578493612126785934837149265652378491914526783,793614528285937146461852379349261857578493612126785934837149265652378491914526783,80
294813756760942318381657249579284163136795482428361597843176925952438671617529834,294813756765942318381657249579284163136795482428361597843176925952438671617529834,80
513872469827496513469531827178249635635187294294653178742965381381724956956310742,513872469827496513469531827178249635635187294294653178742965381381724956956318742,80
437651892561298743928347156274135968315869427689724531753916284196482375842573610,437651892561298743928347156274135968315869427689724531753916284196482375842573619,80
143786925768952143925134768572349816394861572816527394287495631459613287631278059,143786925768952143925134768572349816394861572816527394287495631459613287631278459,80
216597438843216975597843162175938624938462751462170389651789243789324516324651897,216597438843216975597843162175938624938462751462175389651789243789324516324651897,80
481635972563792184279814365127483659348569721956271843095128436634957218812346597,481635972563792184279814365127483659348569721956271843795128436634957218812346597,80
145267938893145672267893451651972384438651729972438516716329845584716203329584167,145267938893145672267893451651972384438651729972438516716329845584716293329584167,80
482951673951376284376482159514769328769823415823514967230148596148695732695237841,482951673951376284376482159514769328769823415823514967237148596148695732695237841,80
973158264246379815851642937718265493562934781439817526125496378094783152387521649,973158264246379815851642937718265493562934781439817526125496378694783152387521649,80
749532186532168794168749523273856941914273865856914237397625408481397652625481379,749532186532168794168749523273856941914273865856914237397625418481397652625481379,80
081752634725463189436918527148529376592637841673184295357846912219375468864291753,981752634725463189436918527148529376592637841673184295357846912219375468864291753,80
427156830839742561561983427674531298298467315315829674953278146146395782782614953,427156839839742561561983427674531298298467315315829674953278146146395782782614953,80
916785032243691578857324169168257394439816725572943681685472913391568247724139856,916785432243691578857324169168257394439816725572943681685472913391568247724139856,80
578614392461392785239785614685143927314927856792056143943278561827561439156439278,578614392461392785239785614685143927314927856792856143943278561827561439156439278,80
837095164259416738461873952372549816618327495594681273946138527725964381183752649,837295164259416738461873952372549816618327495594681273946138527725964381183752649,80
183564927279318564645927318964732851518496730327851496451679283832145679796283145,183564927279318564645927318964732851518496732327851496451679283832145679796283145,80
874153962692487351531269784483915627260348519159726843728534196916872435345691278,874153962692487351531269784483915627267348519159726843728534196916872435345691278,80
683927451790451836145836927926574318457318269831269574268795143314682795579143682,683927451792451836145836927926574318457318269831269574268795143314682795579143682,80
281964375496357821735812946543781269178296453629435718857129634912643587364570192,281964375496357821735812946543781269178296453629435718857129634912643587364578192,80
935612478621784395748953261574139682862547913193826754480375129357291846219468537,935612478621784395748953261574139682862547913193826754486375129357291846219468537,80
129473865685921734374586219251397486793648521846152903917834652438265197562719348,129473865685921734374586219251397486793648521846152973917834652438265197562719348,80
319475826286319745475286139764892513892153674153764982627938401541627398938541267,319475826286319745475286139764892513892153674153764982627938451541627398938541267,80
856429731317586924249137685721365490984271563635894172192753846468912357573648219,856429731317586924249137685721365498984271563635894172192753846468912357573648219,80
428396517571284693630715482852439176943671825167528934215843769796152348384967251,428396517571284693639715482852439176943671825167528934215843769796152348384967251,80
813972546972645318645813279081597463597364182364281795728459631136728954459136827,813972546972645318645813279281597463597364182364281795728459631136728954459136827,80
